session;created;modified;ended;expired;datenschutz;tfe_tfe_01;tfe_tfe_02;tfe_tfe_03;tfe_tfe_04;tfe_tfe_05;tfe_tfe_06;tfe_tfe_07;tfe_tfe_08;tfe_tfe_09;tfe_tfe_10;tfe_tfe_11;tfe_tfe_12;tfe_did_01;tfe_did_02;tfe_did_03;tfe_did_04;tfe_did_05;tfe_did_06;tfe_did_07;tfe_did_08;tfe_did_09;tfe_did_10;tfo_tfo_01;tfo_tfo_02;tfo_tfo_03;tfo_tfo_04;tfo_tfo_05;tfo_tfo_06;tfo_tfo_07;tfo_tfo_08;tfo_tfo_09;tfo_sel_01;tfo_sel_02;tfo_sel_03;tfo_sel_04;tfo_sel_05;tfo_sel_06;tfo_sel_07;tfo_sel_08;tfo_sel_09;tfo_enr_01;tfo_enr_02;tfo_enr_03;tfo_enr_04;tfo_enr_05;tfo_enr_06;tfo_enr_07;tfo_enr_08;tfo_enr_09;tfo_ada_01;tfo_ada_02;tfo_ada_03;tfo_ada_04;tfo_ada_05;tfo_ada_06;tfo_ada_07;tfo_ada_08;tfo_ada_09;rel_rel_01;rel_rel_02;rel_rel_03;rel_rel_04;rel_rel_05;rel_rel_06;rel_rel_07;rel_rel_08;rel_rel_09;standort;standort_other;semester;lehramt;lehramt_other;fach;fach_other
rPeHLmy8_UMP1FWagySH74jGGnotGr86kaYV5hIk7aaKk_5uOZYGvZrWdcO0-jNc;23.04.2019 15:19;23.04.2019 15:37;23.04.2019 15:37;;1;2;3;;2;1;2;2;1;1;1;3;4;3;3;4;2;1;;6;5;4;1;2;4;3;3;5;4;5;6;5;4;5;4;3;4;3;6;4;2;3;3;4;4;3;5;5;5;6;4;4;5;5;4;5;3;3;5;3;4;4;2;2;6;2;4;4;5;;8;5;;12, 15;
TQO98AyynS2RWHfM3PXR8zQl2xbjazX4gWjSoIrhXL-pWFkHLLN3tHXTV8e51AcD;23.04.2019 15:19;23.04.2019 15:38;23.04.2019 15:38;;1;3;2;2;2;2;1;1;1;1;1;1;1;2;2;4;2;2;1;3;5;2;1;4;3;4;5;4;4;4;5;4;4;4;3;5;3;3;4;5;3;3;4;4;2;2;5;5;5;5;4;4;3;3;4;3;3;3;3;2;5;5;3;1;5;1;5;4;5;;7;5;;12, 13;
TTWMHBJwudSdi96THS7jEL_iYY-7BkMa3wQ40kEOS-9YT0XJcpvSsMyBogSYKhB5;23.04.2019 15:19;23.04.2019 15:32;23.04.2019 15:32;;1;1;1;1;3;1;1;1;1;1;1;1;4;1;3;3;4;1;3;5;5;2;1;3;5;2;3;2;3;5;3;3;4;4;2;4;4;5;6;5;4;1;4;2;4;1;6;6;5;5;2;3;5;4;2;5;4;3;4;4;5;5;1;1;4;4;5;4;5;;8;5;;12, 17;
yjA2OiZ9lU7TAqCq6YwB49vc9zaUPNF-rpqgj1Dfqc-2pa8ZTXe43SKcA1r12R2H;23.04.2019 15:19;23.04.2019 15:34;23.04.2019 15:34;;1;2;3;4;3;1;2;4;2;2;1;1;2;2;4;2;3;2;2;4;4;2;2;2;4;3;3;4;4;4;6;5;5;5;2;5;4;5;5;5;2;5;2;4;4;2;3;4;5;4;3;5;2;5;2;4;4;2;5;4;3;4;3;2;5;3;3;3;5;;8;5;;5, 44;
vfIF4j6gFMWZS6plLa_C02a1yLO9-_GmEOlIRHSrJ15wSWG_7NlfOJuLxHcG_Vmy;23.04.2019 15:19;23.04.2019 15:34;23.04.2019 15:34;;1;1;1;3;2;1;1;5;2;2;1;1;4;2;4;5;5;2;2;6;5;5;2;2;4;3;2;6;3;3;6;3;3;4;2;2;4;5;5;4;2;2;3;4;2;4;5;4;3;3;2;3;2;4;3;5;2;2;4;2;5;2;;3;6;3;;2;5;;11;5;;35;
j7VH1HMrjacSwqwLQj2b_uJoEnZt4fbxkcPn_aey0CtYg23Jhn9LFOxm9hTX0mgF;23.04.2019 15:20;23.04.2019 15:34;23.04.2019 15:34;;1;2;2;2;2;1;1;4;2;1;1;1;5;2;2;3;2;1;3;3;5;3;1;4;3;2;2;5;1;2;4;2;5;5;5;2;5;5;4;4;2;6;3;4;3;4;5;6;5;2;3;2;2;5;4;1;5;1;4;5;3;4;2;2;5;3;4;4;5;;13;5;;12, 14, 18;
NqktzIWSwrqs3zkn3LejgN2vyiYtMWWMd6NVqMz2pHkKRkSrcmd1aIQfrk-dnkZn;23.04.2019 15:20;23.04.2019 15:33;23.04.2019 15:33;;1;2;3;3;3;1;1;1;1;1;1;3;5;4;3;2;4;1;4;5;6;3;1;4;3;3;4;4;3;3;6;3;4;5;6;6;4;5;4;2;5;6;;4;1;5;4;4;2;3;2;6;3;3;3;4;4;4;3;2;4;6;2;2;2;2;6;5;5;;12;5;;13, 18;
g1cJnDSN506_3rASePBy67DbYygjPDtEn4LZx5MKa8kjhQhaRwt6r6pmH-axV2fp;23.04.2019 15:20;23.04.2019 15:33;23.04.2019 15:33;;1;3;2;4;3;1;5;1;2;4;1;1;3;3;3;2;4;1;2;5;5;4;4;4;2;4;3;4;4;5;5;4;5;4;5;5;4;5;5;5;3;2;3;2;4;3;6;4;5;4;5;5;5;4;2;5;5;5;3;1;4;4;2;2;5;1;5;4;5;;10;5;;13, 18;
Ex17imoOnE7ngIn14f0rH-WzaovyxxNq8-5-NQMaKEwBwq_CFMgOglAhRfIc1ddC;23.04.2019 15:20;23.04.2019 15:33;23.04.2019 15:33;;1;2;4;3;2;1;3;1;5;2;1;1;4;1;5;2;5;2;6;6;6;5;1;5;5;4;1;6;2;1;5;4;5;5;3;6;4;6;6;6;6;5;2;4;2;4;;5;6;2;5;5;3;5;5;5;5;6;5;4;5;4;2;5;4;2;5;5;5;;8;5;;6, 13;
qoT72dXiqjWZXbGoeUEG0r-ylkRa1cWYtAkGcvepIYKqHtogsHNlbWueLzNHx9hb;23.04.2019 15:20;23.04.2019 15:34;23.04.2019 15:34;;1;3;1;1;2;1;1;1;1;1;1;1;1;2;1;4;2;1;2;2;6;6;1;1;2;2;2;3;3;2;;2;5;5;5;4;6;3;3;6;4;2;4;2;4;2;3;5;3;3;5;4;5;2;2;2;5;2;4;4;4;4;2;3;4;3;5;4;5;;8;5;;4, 13, 14, 35;
pMVVEnZek8kVh3L6Rd3Yeh9Wh7xY9t9dqUUEGifphhYSUODQ9iFvX6PAV7uDCUOo;23.04.2019 15:21;23.04.2019 15:34;23.04.2019 15:34;;1;2;1;3;3;1;1;2;2;2;1;2;3;2;4;1;2;2;2;5;5;3;3;4;3;5;5;5;3;3;6;4;5;5;6;5;4;5;6;5;5;4;4;4;2;2;6;5;4;5;5;5;6;5;4;5;3;2;6;2;5;5;2;2;4;2;5;6;5;;9;4;;13;
A7JlebtVHyzsE4WB_b_p3S7eOP1xOuyEyzAtWEc8a8ocpKlHpzsL9H-UlEEpzQH5;23.04.2019 15:22;23.04.2019 15:41;23.04.2019 15:41;;1;4;4;3;4;2;2;4;2;4;2;3;4;3;3;4;3;3;4;4;5;3;4;5;4;4;4;2;4;4;5;2;5;4;3;4;5;4;4;4;5;4;4;4;5;3;4;4;4;4;4;5;4;4;5;5;3;4;4;2;4;4;4;2;5;2;4;5;5;;12;5;;31;
#NAME?;23.04.2019 15:22;23.04.2019 15:30;23.04.2019 15:30;;1;3;1;2;3;2;1;3;2;1;3;3;2;3;4;5;5;3;3;6;6;6;2;4;5;4;5;6;5;4;6;4;5;5;5;5;6;6;5;6;6;6;5;6;5;4;6;5;5;6;6;6;5;5;5;5;6;5;6;2;6;5;6;4;5;4;6;6;5;;10;5;;13, 18;
kPIJIl0i71Un9MzMQScgrmkrtDbrSsf4dSVHxkpGi_9HNr27Dnj9Q-kWjfQ4VOx3;23.04.2019 15:22;23.04.2019 15:36;23.04.2019 15:36;;1;3;4;;3;1;3;3;3;4;2;3;3;1;4;3;;1;5;4;6;3;1;1;;3;;;4;4;4;4;5;5;5;6;6;4;5;6;3;6;3;4;3;6;5;4;6;5;4;4;3;6;4;1;6;5;4;;4;;4;3;6;;;4;5;;10;5;;18;
vFn1n1aBSfA3Gctl9ehoq6FyeiWL8m3AaPY1v38U0eqTA4voNTt2AoOGBqpB3WWm;23.04.2019 15:26;23.04.2019 15:37;23.04.2019 15:37;;1;3;4;2;3;4;2;4;4;3;2;3;4;3;3;4;3;2;4;3;3;4;3;3;4;4;3;4;4;3;4;5;5;4;4;5;3;4;6;4;3;3;4;3;3;3;4;4;5;4;3;4;4;5;5;3;4;3;3;4;3;5;3;3;3;3;3;3;5;;12;5;;13, 18;
GaTVtyj0ylmOLPu29zjB3UXrjXQ0IoRIEhYVQ-Kfb0tfYuuxsq_-a6zURNeslvae;23.04.2019 15:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wj8INeXTzC6QIzTf_ZiDOKBTl_X_Fq8rSSPXHB3xUQfrgKrY4UQZ1nRw9xEegutB;23.04.2019 15:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P2-00wl2QjeXxf2DVetprVHvhmuNMPimzFAxnwu3oljR9Av1XauBVcaBL8ZMHS_L;23.04.2019 15:29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5AD91-gubwr-521DLlNepwDppDRLgI7n44FhTm79CROIWvimh24UuO4iAKWZmelU;23.04.2019 15:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NAME?;23.04.2019 15:31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JtJxwZ68aSeJAOsgnF9TGE30YqMUDSlMdm5YE4AiY70oqhXm5U7xO3AROr7bMd4T;23.04.2019 15:34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TQO98AyynS2RWHfM3PXR8zQl2xbjazX4gWjSoIrhXL-pWFkHLLN3tHXTV8e51AcD;23.04.2019 15:38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
imzCEdyeCHEGxUNF6iFXWX8q1OSVPk8R5QIfahi8VZGCMol3jXtTGJ1w_c4Rr99i;23.04.2019 16:50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
L3TkoduZOY_oCLZPfaZVBBnEpgGqZDtaD3D_yRwdpBR9gANQ4OtC0wqTTa4cb_y9;23.04.2019 18:09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SNVYce5KfLy8GgS_2ijDV5r9Gl5K9HHiu1Ln3PzaMe6VWMFllq7LGOjK4dUK-5q6;24.04.2019 14:23;24.04.2019 14:36;24.04.2019 14:36;;1;4;3;2;2;4;1;3;2;2;1;2;2;3;2;2;3;1;3;5;5;3;5;3;4;4;3;4;2;1;6;1;5;5;4;6;4;6;5;4;4;3;1;3;4;2;5;6;6;4;4;5;4;3;4;2;5;2;4;4;5;6;6;3;4;1;4;4;5;;8;5;;6, 13, 35;
W07ldou3CdJkrgdamGKXjrGOVLrrY6PqkcLMDtoKj_xu_7ZY__QtC3m3mw9y-la-;24.04.2019 14:23;24.04.2019 14:36;24.04.2019 14:36;;1;2;3;3;3;2;1;4;4;2;1;2;4;4;4;3;5;2;3;4;5;5;3;4;5;4;4;5;4;4;6;3;4;5;6;5;5;6;4;5;4;4;5;4;5;3;5;5;6;3;5;5;3;5;5;6;5;4;5;5;6;6;5;2;4;5;5;5;5;;6;5;;13, 43;
B0vIycE-J95SfvI1vraTgMn60lEjjDFJV9sBeaXSsb5xrqJ4a8GTrdmpd43jgjtc;24.04.2019 14:23;24.04.2019 14:37;24.04.2019 14:37;;1;1;2;2;2;1;1;1;1;1;1;1;5;2;2;2;3;1;1;2;6;4;1;4;4;3;5;2;2;2;4;2;5;5;5;4;3;4;1;4;5;2;3;4;5;1;4;3;4;3;4;3;5;4;5;2;5;1;5;3;4;4;5;2;6;3;5;5;5;;6;5;;12, 13;
1CsKV7RVngCMQrabiT8dQbJkNpp6DEyEtzAHHUsgKdqfYiGudaFVIEV1_LTS1Mqt;24.04.2019 14:23;24.04.2019 14:36;24.04.2019 14:36;;1;1;2;1;2;1;1;2;1;1;1;1;2;1;4;2;1;1;1;6;6;2;1;2;4;1;1;5;3;1;4;1;4;5;4;6;2;6;5;4;2;1;2;3;5;1;5;6;4;4;3;5;2;4;2;4;6;1;5;2;3;4;6;2;4;6;4;4;5;;4;5;;13, 43;
xkDfGIH19SpfRApmzJMvxyeGC7xu-pApWUk7OIXEnoWm_qfss4kFPmL5PzSmV_1p;24.04.2019 14:23;24.04.2019 14:40;24.04.2019 14:40;;1;2;2;1;2;1;1;2;2;1;1;1;2;2;1;1;3;2;2;6;5;3;2;5;4;3;3;5;5;4;5;3;5;5;4;4;5;5;5;3;4;5;5;6;5;4;6;6;4;5;4;5;4;3;3;3;5;5;4;3;6;5;2;1;6;2;5;6;5;;4;5;;13, 43;
eAAUrk71WorbiWUl6NBnptkrdVbNAJuD-w0D8lPvv_m9jCTxp9Rizpzbimibjcqd;24.04.2019 14:23;24.04.2019 14:31;24.04.2019 14:31;;1;2;2;3;2;1;1;2;4;1;1;1;1;2;3;1;2;1;6;3;5;4;2;5;6;4;2;6;1;3;3;2;6;4;6;5;6;6;5;6;6;6;2;6;5;4;5;4;6;2;5;5;5;5;6;5;4;2;4;2;5;5;6;4;6;4;3;4;5;;6;5;;4, 13, 27;
J09hzGAsBy9sXHGlgzAnAo9YjAh_p58auTiX5F4y2td3_KhczHHO-7zBmMVGoC49;24.04.2019 14:23;24.04.2019 14:39;24.04.2019 14:39;;1;4;3;3;3;2;2;3;3;2;2;3;4;4;3;4;4;3;3;3;5;4;4;3;4;4;3;4;4;4;5;3;4;5;4;4;4;3;4;3;3;4;5;5;4;4;5;6;4;5;5;4;4;5;4;3;3;3;5;2;6;5;4;2;6;3;4;4;5;;6;6;beruflicher Abschluss;4, 14;
YXp9MzYR1Zk050M6LKb6PK9GMkQ-F0jcfiN6vvNzVFZjcphGPp73ukVtV3Cju4OS;24.04.2019 14:23;24.04.2019 14:35;24.04.2019 14:35;;1;4;3;3;3;1;1;3;3;2;1;2;2;4;4;3;4;2;6;5;5;4;2;3;4;3;3;5;4;4;5;5;5;5;5;4;4;4;5;4;3;4;4;5;5;4;5;5;6;5;5;5;5;5;4;3;5;5;4;2;4;5;4;3;5;3;4;4;5;;4;5;;5;
IqP7KUAxOd46V4KwL8oCEWo0WaHXCp6e3HMRlcP-jf1QbskleN52XjjX0LV2IVG9;24.04.2019 14:23;24.04.2019 14:35;24.04.2019 14:35;;1;3;2;2;3;2;2;3;2;2;2;2;3;3;3;3;3;3;2;3;4;5;2;4;5;4;3;3;5;4;5;3;4;4;4;3;4;4;4;4;3;3;4;5;3;4;4;4;5;5;4;4;5;4;4;3;5;4;4;3;5;5;3;3;5;2;5;5;5;;6;5;;13, 35;
GLZjMQWH2aWbrialp_uEGUFuaQLGPISVZjy_RcQGsO1uqDjjJRFGXS0BZde-_Vd4;24.04.2019 14:23;24.04.2019 14:34;24.04.2019 14:34;;1;1;3;2;3;1;1;3;1;1;1;1;4;1;3;1;3;1;1;6;6;5;1;2;6;1;1;6;5;6;6;1;6;5;5;2;5;3;6;1;3;5;6;6;6;3;3;3;3;;6;6;6;6;5;4;6;;6;;6;3;6;;6;1;6;3;5;;4;5;;13, 18;
ttt_AaXGfn1JaMbdPFivu2C6B5n489nvY7ony7I_xE4s7G5N8tmafoAb1fm4juM3;24.04.2019 14:23;24.04.2019 14:31;24.04.2019 14:31;;1;2;3;2;4;1;1;1;1;1;1;1;1;4;3;4;4;1;2;2;4;4;2;2;5;3;4;3;6;1;6;3;4;5;5;3;4;5;4;5;3;5;5;5;4;5;4;3;4;2;5;5;5;5;4;2;5;5;5;5;4;4;5;4;5;5;3;5;5;;5;4;;13, 18;
RJWpwd_JDlQurc6A7og7sP_65Bsll1Z3ZJZASqCCSrMsle3TETbD5uSVSWx-46ab;24.04.2019 14:23;24.04.2019 14:39;24.04.2019 14:39;;1;2;3;3;2;3;1;1;2;2;2;2;4;3;2;2;3;2;3;4;4;3;2;4;5;3;5;4;4;4;5;3;4;5;4;4;3;4;5;4;1;3;4;3;3;3;4;2;5;5;4;4;4;5;5;4;3;2;5;5;3;5;4;3;5;3;5;5;5;;6;5;;13, 52;Sozialpädagogik
RHsl27MPRH627qgwy9Py4FNigHoYi1Ba0e9LNxB7dChM9HnciOswOTkk1V08TMIc;24.04.2019 14:23;24.04.2019 14:38;24.04.2019 14:38;;1;4;4;4;5;3;2;3;2;2;2;2;5;4;4;4;5;3;3;5;5;4;2;4;5;4;4;4;5;2;5;5;5;5;5;5;4;5;4;5;4;4;4;5;4;5;6;5;4;6;5;5;6;5;4;4;4;5;5;3;4;5;3;3;5;3;4;5;5;;6;5;;5, 18;
X_PzV1W-bpOjdbwcDG-BiRMmJ6Ue8fRZcNxo3xSV_bGcrT9aJPIbusO6lpO2DHI5;24.04.2019 14:23;24.04.2019 14:39;24.04.2019 14:39;;1;2;2;2;2;2;2;3;1;3;1;3;4;1;2;3;3;1;2;6;5;5;2;4;4;3;4;5;4;4;4;4;2;5;3;3;3;6;5;4;2;3;2;6;2;3;5;3;5;5;3;3;3;4;3;4;4;2;3;4;5;5;3;1;5;5;4;5;5;;6;5;;13, 35;
iiUJUQyzgx7qBjawgKBrePNHi-r_Nt2irBcvyxAuGVp2WL5jghteAtixDacWxbAk;24.04.2019 14:23;24.04.2019 14:37;24.04.2019 14:37;;1;2;1;2;4;2;1;1;1;1;1;1;2;1;2;4;6;1;2;5;4;2;3;2;6;3;3;4;5;3;6;2;5;4;3;3;6;6;6;6;6;1;1;4;2;1;2;1;2;5;4;6;6;6;6;6;4;3;3;3;3;3;3;4;3;6;3;4;5;;6;5;;13, 44;
vYPWtWw7VvmW-sG7frp9ItLMiYfSLWq6EkZdrbC_S9VztQoGZJ_L48uzH7gWHWcM;24.04.2019 14:23;24.04.2019 14:35;24.04.2019 14:35;;1;3;5;3;3;3;1;3;4;2;4;4;5;4;3;4;5;5;4;3;5;4;2;4;6;5;3;3;4;3;5;4;5;4;6;5;5;6;6;5;6;6;2;3;2;5;6;6;5;4;5;5;6;6;5;6;6;5;5;2;5;5;2;1;6;5;5;6;5;;5;5;;12, 13;
JtWz0K5FkWro7dz0lHza8Euz05jZiR1QODDJos_254s7Wj6AHzpXrCnnJWVO2gKq;24.04.2019 14:23;24.04.2019 14:39;24.04.2019 14:39;;1;4;4;4;4;1;4;1;1;1;1;4;1;4;4;4;4;4;2;6;6;5;3;4;5;5;5;4;5;1;5;4;5;5;5;6;6;5;5;6;5;5;4;6;4;2;6;2;4;4;5;4;5;5;4;4;5;4;5;4;6;5;4;4;6;4;5;3;5;;6;7;;18;
YkQ4mv-qqQD1JRoQ9bwCu8OJXSO-IOEiTy3ocyPFmaIUhkgj92wrqrzr-zgtBW4f;24.04.2019 14:23;24.04.2019 14:37;24.04.2019 14:37;;1;2;4;3;3;1;1;2;4;1;1;4;3;2;2;3;3;3;5;4;4;5;1;2;3;3;2;;2;4;6;2;4;3;3;4;2;4;2;4;2;6;4;5;4;5;2;3;4;1;4;4;4;4;5;2;4;4;5;4;4;6;4;5;6;4;5;3;5;;6;5;;13, 43;
47yrHW7SmblqajwbyHccwgdcU7jdfhFsr9K7ZOYDbyoENkHEXOsYknPTy_I6yEoZ;24.04.2019 14:23;24.04.2019 14:33;24.04.2019 14:33;;1;2;2;2;2;2;2;5;2;2;2;1;2;2;2;2;4;2;2;5;5;5;2;4;2;4;5;6;5;5;5;3;5;4;5;4;5;5;5;5;5;3;5;5;5;2;5;4;5;3;4;4;5;4;5;5;5;4;4;2;3;3;2;2;4;3;4;4;5;;6;4;;12, 18;
aYWMsMoFSuDTAW8IvleRa2hGtjNSyZbSF_ZUoGfKll7D_a45owC55fJHq7BZp-vV;24.04.2019 14:24;24.04.2019 14:53;24.04.2019 14:53;;1;1;4;2;2;1;1;2;1;;1;1;1;2;2;2;3;1;1;;5;4;1;2;5;2;3;6;3;1;5;2;3;5;4;5;5;6;5;4;4;;1;2;1;2;5;;3;3;5;5;5;;5;2;4;3;;2;5;6;5;1;6;2;5;5;5;;8;5;;13, 17;
L4qLChZ5_3wdjhYR5KGJ9r_e8CCrr2APcdNoII8FVt7lgKDcm7q69UTAQ-N85TAr;24.04.2019 14:24;24.04.2019 14:42;24.04.2019 14:42;;1;2;2;3;2;1;1;2;1;1;1;2;2;2;3;2;2;1;2;4;5;3;1;2;4;3;2;5;4;4;4;4;4;5;5;6;4;3;3;4;3;3;4;4;2;2;5;6;5;4;4;4;3;5;4;4;5;3;5;4;5;3;2;1;3;1;4;5;5;;8;5;;25;
J5V7HSz8ixImw3kfm60X3tsLj_fFk4RZUP9GswZ-GaOnHtp7DPiZSkFFMikBTp2d;24.04.2019 14:24;24.04.2019 14:31;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
R0bQAQGOAIu3d0O72-YDFvE6QUGm9wcYLdAaINNlvigVwzetajvetgw4fREoQqrT;24.04.2019 14:24;24.04.2019 14:39;24.04.2019 14:39;;1;1;1;1;2;1;1;3;1;1;1;1;2;1;3;3;2;1;2;5;6;4;1;4;3;4;1;5;2;1;6;5;3;5;2;4;3;6;5;5;3;2;6;4;6;5;4;6;5;5;3;4;3;4;3;2;5;4;4;1;6;6;1;1;6;2;6;4;5;;5;5;;4, 13;
6_UEkV0ycSMPTFyM5AyDi_NXiwTKHHeu8pOhYZwGoKn8Zdt0CJohxCQAt98vffnh;24.04.2019 14:24;24.04.2019 14:34;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dfgbko5nyL1T9kwPKI3KP4MSVfpda1zteLQjSs3kHa31WBQyRoBHtzskRvK33Zl-;24.04.2019 14:24;24.04.2019 14:36;24.04.2019 14:36;;1;2;3;4;3;2;2;2;2;2;2;3;3;2;3;4;3;2;3;3;3;2;2;3;4;4;3;3;3;2;4;2;5;3;4;4;;4;3;4;4;3;2;2;3;2;3;3;5;2;4;4;4;4;3;4;3;3;3;4;4;4;3;;4;4;4;4;5;;5;5;;16, 43;
bG1yCLmpbIsVa3M7wyh_bjaM6RK9W0frqCU89QGFgC4Yn9m5k8yiQYdB70ZlNFZN;24.04.2019 14:24;24.04.2019 14:37;24.04.2019 14:37;;1;3;3;4;4;1;1;4;1;1;1;2;3;1;4;5;3;3;3;;6;5;1;3;5;2;3;5;1;;6;3;5;5;6;6;4;5;6;5;5;;4;5;5;6;5;6;5;5;4;5;5;6;4;4;6;4;5;4;5;5;3;;4;5;5;5;5;;6;5;;12, 13;
QS165QktgZKBETpfQyUboCXWg7WrtD2r1pfCnBBjUfnXapwjcbyeHpJy7hGcanL-;24.04.2019 14:24;24.04.2019 14:34;24.04.2019 14:34;;1;2;2;3;3;1;1;4;1;3;5;1;2;2;4;2;2;1;5;2;4;6;2;2;5;3;2;5;3;2;6;3;3;3;4;3;2;4;3;3;2;4;3;3;3;5;4;3;5;4;4;2;4;3;2;2;4;2;4;1;4;4;3;2;6;2;3;4;5;;6;5;;17, 44;
KyEO1hCH3P3pNVWwqJGXhBzZ2KHu91SqV5W9jQnOtI6KSymSkWJERbcCx7P1ltq5;24.04.2019 14:24;24.04.2019 14:42;24.04.2019 14:42;;1;3;5;5;5;1;1;3;4;1;1;3;4;3;3;4;3;1;3;5;5;2;2;6;4;2;4;3;4;6;3;4;4;3;4;4;5;4;4;4;3;3;4;5;4;5;3;5;5;2;4;4;4;4;4;2;5;3;5;3;3;6;2;2;5;2;5;4;5;;7;5;;13, 17;
ojVjtMF0j4N9Si-95A1uSw2W_Fpjh7E8lqwktqCvItyreOSVhcDs0nu0B-MI6okT;24.04.2019 14:24;24.04.2019 14:35;24.04.2019 14:35;;1;2;2;3;4;1;1;4;1;1;1;1;1;3;3;1;3;1;5;6;5;4;1;3;4;2;3;2;2;2;6;5;5;4;4;2;5;5;5;2;3;5;5;2;5;5;4;4;6;5;2;5;5;5;5;2;5;6;5;2;5;5;5;6;5;1;6;6;5;;4;5;;31, 36;
jGRnQBecIpYvpZSUUQlQW3aiay3LxBIRVMc_5EcpsTd0eTJ6x8Z2p5cL8clzU5rx;24.04.2019 14:24;24.04.2019 14:38;;;1;;;;2;;1;1;;;1;1;1;;2;;;1;;3;4;4;;;3;4;1;3;4;;;;4;5;;4;4;;;;3;3;4;;;4;2;2;;;5;4;3;2;4;3;4;4;;;;;;;4;;5;4;;;;;;;
Zli-RlBcdBln3NDHz3VEhpUpXU9GZv5NOhBLwGDuj_7NyuVhthSvGo2_pZ5vSbB0;24.04.2019 14:24;24.04.2019 14:35;24.04.2019 14:35;;1;3;4;3;4;1;1;1;1;1;2;1;6;2;4;2;5;2;2;4;6;3;1;2;5;3;2;4;4;5;5;4;4;5;5;4;3;3;5;2;2;3;5;5;4;5;6;4;6;3;4;4;6;5;2;2;5;2;5;3;5;4;2;2;5;2;5;4;5;;6;5;;12, 13;
NsJsELECeDe_0LC4cH3a7psjrB6i1IFzOdoSS98hDaAZOq4IROvY17D_oxELox2n;24.04.2019 14:25;24.04.2019 14:39;24.04.2019 14:39;;1;2;2;2;2;1;1;3;3;2;1;3;4;2;2;;2;2;;4;3;4;;2;3;;2;;2;2;3;2;4;3;3;5;4;4;4;5;4;1;1;3;2;;3;1;4;1;3;3;3;3;3;4;4;;2;;;4;3;;4;;3;3;5;;6;4;;43;
WsArIpvhg-NnA32vmoUxEIJ-OH8UVdszatpRUDDUSEJalrgZJ-V0WVkaHU4R82A-;24.04.2019 14:25;24.04.2019 14:39;24.04.2019 14:39;;1;4;4;3;4;1;1;1;3;2;2;2;2;2;4;3;3;3;5;5;6;6;2;2;5;3;2;5;5;3;6;4;5;5;5;4;5;2;4;3;3;4;4;4;4;5;4;4;5;3;4;4;4;5;3;4;5;4;4;3;4;6;5;5;5;3;5;5;5;;4;5;;13, 18;
MUyTtVlPdrlJhHfljo2BfgPc15ObFCXED-9z4QvyjdTy1dTqPS826So3ACCeGa2R;24.04.2019 14:28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PeWqYmifc2GPimufA5o71Aylz8HPGexE_FJ3AfQClqk1Iqr0S0L84I20k-urlB32;24.04.2019 14:33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YXp9MzYR1Zk050M6LKb6PK9GMkQ-F0jcfiN6vvNzVFZjcphGPp73ukVtV3Cju4OS;24.04.2019 14:35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
