session;created;modified;ended;expired;datenschutz;flen_AN1;flen_UM1;flen_AN2;flen_UM2;flen_WI1;flen_AN3;flen_UM3;flen_WI2;flen_AN4;flen_UM4;flen_WI3;tc_st;tc_sr;tfe_1_st;tfe_2_st;tfe_3_st;tfe_4_st;tfe_5_st;sel_1_st;sel_2_st;sel_3_st;sel_4_st;sel_5_st;enr_1_st;enr_2_st;enr_3_st;enr_4_st;enr_5_st;rel_1_st;rel_2_st;rel_3_st;rel_4_st;tfe_1_sr;tfe_2_sr;tfe_3_sr;tfe_4_sr;tfe_5_sr;sel_1_sr;sel_2_sr;sel_3_sr;sel_4_sr;sel_5_sr;enr_1_sr;enr_2_sr;enr_3_sr;enr_4_sr;enr_5_sr;rel_1_sr;rel_2_sr;rel_3_sr;rel_4_sr;standort;standort_other;semester;lehramt;lehramt_other;fach;fach_other
iNasBySvF3bGpdS0dushAAvab6e4MrdntRCZOWK0UK5tp8dGZ7t3nWv7mntmZ0gc;24.05.2019 10:14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
REyno4Zb7oHr4gI2sGX50edVPO6G0BM8zN6JPOVHo9bj6w1ahnIQODdceDbAqnYL;24.05.2019 10:23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-w-0xAvPDJ59BM0qY-aBfoS7SZmYNPann54HqHISZchEq3RgRySBWVVm26wVi7jk;24.05.2019 10:24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
R0O0JrW-bctAHhQVMMk8uC8tUF5rw3TxrhSv6iQj8P1GLGeW7DhavnI7ApOxQtZP;24.05.2019 10:24;26.05.2019 21:45;26.05.2019 21:45;NA;1;4;3;4;3;3;3;3;3;4;4;2;2;1;2;2;2;4;2;5;5;5;4;4;4;4;4;3;5;5;5;4;3;3;3;2;5;3;4;4;6;5;5;3;3;5;3;3;6;5;4;4;1;NA;6;1;NA;12, 31;NA
4KS5Qb2TJp7aD6ZX7pLvMEb2uG30SDpDovtI6WUGrDBs9mH22FWwRTQ74vlw8ds6;24.05.2019 10:24;26.05.2019 00:52;26.05.2019 00:52;NA;1;4;4;4;2;2;4;4;1;4;4;1;2;1;4;3;2;2;1;2;5;4;3;2;3;5;3;5;5;6;5;6;6;4;3;2;2;2;3;6;4;4;3;3;4;4;4;5;5;5;5;5;1;NA;6;1;NA;4, 13, 39;NA
5zYF_uHr-OL2GGDVldQVKLiMknE_LvD42v9wUjCFd_tDQ_OHatyWuwgRaIMzYZxU;24.05.2019 10:51;24.05.2019 11:11;24.05.2019 11:11;NA;1;4;4;4;4;2;4;4;1;4;4;1;2;1;4;6;1;3;1;4;6;5;6;4;4;2;4;4;6;6;6;5;6;2;1;2;1;2;6;5;4;6;3;2;2;2;2;2;4;4;4;4;1;NA;6;1;NA;40;NA
7_Wst-1ynPtReJIatz13VHzfbymdT25Evuu2Xo0hQKMCgETV2nmhuzF3ITf0r1zA;24.05.2019 11:17;24.05.2019 11:32;24.05.2019 11:32;NA;1;4;3;3;2;3;3;3;2;4;4;2;2;1;2;1;2;5;2;3;4;4;3;3;4;4;4;4;3;4;5;5;4;2;2;2;3;2;4;4;4;3;4;4;4;5;4;3;4;5;5;4;5;NA;4;5;NA;18, 36;NA
fDKX_vExQl30LIjMZtslZCKRM25bLrvNc2dgwMRLr89m0WneXV1LoqKPsP1rtApX;24.05.2019 11:18;24.05.2019 11:32;24.05.2019 11:32;NA;1;4;4;4;3;3;4;2;1;4;3;3;3;1;6;6;5;4;1;1;6;4;5;3;2;2;2;2;2;5;5;6;6;6;5;5;4;1;2;4;1;2;1;5;1;1;2;2;6;5;6;6;5;NA;4;5;NA;6, 31;NA
v_UJTfWkALWJGugpB9Q-i_xl9ZA1wD2SDsbNQAxIyui6KRx-TnkMWueuo59FmAWa;24.05.2019 11:18;24.05.2019 11:31;24.05.2019 11:31;NA;1;3;4;3;3;4;4;4;1;4;3;4;2;1;2;3;4;4;2;3;5;4;2;2;5;3;5;5;3;4;5;5;5;3;4;4;4;5;1;4;1;1;1;3;5;5;6;3;5;6;5;3;5;NA;5;5;NA;23, 31;NA
5EMWeQAqSDpvwa5rkiboMpqlSp2sP6Bh0JAMuYrFHQpAwwsyvhFVUvgSHViu7dQT;24.05.2019 11:18;24.05.2019 11:35;24.05.2019 11:35;NA;1;3;4;4;2;2;4;3;1;3;4;2;2;1;2;2;2;3;2;5;5;4;3;3;2;3;2;3;2;3;4;4;4;3;3;2;3;3;4;4;4;4;5;4;3;3;3;4;3;4;4;4;5;NA;4;5;NA;44;NA
wW5dx4TMtQ5hrfx3k6l04rOp7aFzum_6pX34mzw9nhWyUZfcRk2B8BI9TWnKCQD5;24.05.2019 11:19;24.05.2019 11:35;24.05.2019 11:35;NA;1;4;2;4;3;3;4;3;1;4;3;1;2;1;2;3;1;3;1;5;5;6;6;3;2;1;1;1;2;5;5;4;6;2;2;1;3;1;3;5;6;5;5;2;2;2;2;1;2;3;4;5;5;NA;5;5;NA;6, 31;NA
6whK7G2ZCxujZBMX5CjjXYoeJf5T617WFla8jc21Jo47ovk6mq3fG4hyjjOKe-Oc;24.05.2019 11:19;24.05.2019 11:30;24.05.2019 11:30;NA;1;3;4;4;3;2;3;3;1;4;3;1;2;1;2;2;3;4;1;2;5;4;4;2;5;4;5;4;5;5;5;3;2;1;1;1;3;1;4;4;2;3;3;2;4;4;4;2;4;5;2;2;5;NA;4;5;NA;36, 44;NA
55iDL9lPnT8NqcmQL3xw4_xQPP0HlsKY2biNJKapkvhf3ONuSjuT9XC3h8VVCZS5;24.05.2019 11:19;24.05.2019 11:33;24.05.2019 11:33;NA;1;4;3;3;3;1;4;2;2;4;3;1;2;1;5;6;3;6;3;4;5;4;3;5;6;4;6;5;4;6;6;6;6;5;5;4;6;3;4;4;3;3;4;5;6;6;6;6;6;6;6;6;5;NA;4;5;NA;18, 31;NA
aQRp4GaJ7AnQTeVLJMOuGN49gDSBvV6WalPT2F3NRy1TQG306vxNcekeRPjcwQUF;24.05.2019 11:19;24.05.2019 11:35;24.05.2019 11:35;NA;1;4;3;3;2;1;4;3;1;4;3;1;2;1;6;5;2;2;2;4;5;5;3;4;5;5;5;5;5;5;5;6;6;3;3;1;2;2;4;5;4;5;4;3;3;3;4;3;4;5;4;3;5;NA;4;5;NA;13, 44;NA
cK4Dmj9AgOfFPv8CYYdKM9wjt7Hofhp4BowGdL47noWNU7zYjEpgdPJhtfusofFq;24.05.2019 11:19;24.05.2019 11:33;24.05.2019 11:33;NA;1;3;3;3;3;4;3;3;1;3;3;1;2;1;1;1;1;1;1;1;3;4;1;1;1;1;3;2;1;5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;6;5;NA;6, 50;NA
rQSav-zT9I6c_CCtmF0aXm2WEJf3pJLwTJjnLyJuRCz08O9jEdjgGbph5aRH38nZ;24.05.2019 11:20;24.05.2019 11:30;24.05.2019 11:30;NA;1;3;4;3;2;4;3;2;3;2;1;3;2;1;4;2;2;4;2;4;4;4;4;5;3;4;5;1;5;3;5;3;4;4;3;1;3;2;5;4;3;4;3;2;4;4;5;5;4;6;5;4;5;NA;3;5;NA;6, 34;NA
_ImIojX0TCOHlTfKE9PfKYUI_fhiFJ53JkdgIXcUIkYMil_URTgNd3AM6ZIYL9CE;24.05.2019 11:22;24.05.2019 11:33;24.05.2019 11:33;NA;1;4;4;4;4;3;4;2;3;3;2;3;2;1;2;5;6;4;2;4;6;4;4;3;3;4;5;6;3;5;6;6;6;1;1;4;6;1;6;5;6;3;2;2;2;5;4;2;6;6;4;6;1;NA;6;1;NA;40;NA
2bHu3DYUAO0s7goKoAw4WapZ4TMT5FMGCNrXjtRlQ1UUNWxB8MwUG7akBUfE1JXz;24.05.2019 11:28;24.05.2019 11:29;NA;NA;1;4;4;4;2;2;4;2;1;4;4;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
v_UJTfWkALWJGugpB9Q-i_xl9ZA1wD2SDsbNQAxIyui6KRx-TnkMWueuo59FmAWa;24.05.2019 11:33;24.05.2019 11:39;NA;NA;1;3;3;2;4;3;2;4;2;1;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
kDns73IRlQdfNx6QpiXOfXWf5xXDj5zFSuz4smeMENJ5bFKlP5FPl1Pvd1cqclEL;24.05.2019 11:34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
nspm0q058vwIad3_SNw6VSAEuqL11bYyztxFnqw7SAPLiHsumDsI40_TePacQyH-;24.05.2019 11:46;24.05.2019 11:58;24.05.2019 11:58;NA;1;3;3;3;3;3;3;4;2;4;4;2;2;1;2;4;2;4;2;4;4;5;4;4;6;4;4;3;3;5;5;4;3;3;2;2;3;2;2;3;3;2;3;5;3;4;4;3;5;4;5;3;1;NA;6;1;NA;12;NA
c9dGUZlrN9zaJGKjT7d-gNImaaoUQdvsyWerC8IU7hAiHPAJFLqdhKiTRYBgh__G;24.05.2019 11:55;24.05.2019 12:02;NA;NA;1;4;2;4;2;2;4;3;1;4;3;1;2;NA;3;3;2;2;2;3;4;3;3;3;2;4;3;4;4;4;5;2;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FVbfhGDLRCk3Gdw1bl5mFtPTfHRP6k5c62AMm5dRGRepLhlCYrh2gSx7mhQqQinH;24.05.2019 12:06;24.05.2019 12:08;NA;NA;1;4;3;3;3;3;4;4;2;4;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
xR1UhEz_XHTr_MlsEGn2Pz9egzzTyxazc1lE6a9WLEnSwBCeHddE9Fpy24mMRo7z;24.05.2019 12:20;24.05.2019 12:39;24.05.2019 12:39;NA;1;3;1;2;1;3;3;1;2;3;1;1;2;1;2;1;1;4;2;3;4;2;2;2;5;5;4;4;5;5;4;5;6;2;2;3;4;2;2;4;3;2;2;2;4;4;5;5;5;4;5;5;1;NA;6;1;NA;12, 39;NA
PpeqiJ9co7Coi-GE3jbp71NA71EvqNU7jo5KHl6_9wVBM1hZN9qjo5coEcUOhAP_;24.05.2019 12:35;24.05.2019 12:57;NA;NA;1;4;4;4;2;4;4;4;1;4;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
n3_C21yKdbFR4yo23wF2b40z2evx7VfIN-JcRa6wlk1reK90a48VKajjPAXVuC08;24.05.2019 12:37;24.05.2019 12:38;NA;NA;1;2;4;3;3;4;4;4;3;2;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SLxzTXmdLxa9kARyw039Kz3FoZpdAjn2J84bEPe2HA2sTwDkZIf5tORB7h2kkVa1;24.05.2019 13:07;24.05.2019 13:20;NA;NA;1;4;4;4;4;3;4;4;2;4;4;3;2;NA;2;2;1;2;1;4;4;5;3;5;5;3;4;3;5;5;6;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
I8coHl5g82wduwHcgqLrOm7fwo31SaQd4OnRsZzW7TO7rySXGyF1n_MrbFtJECGa;24.05.2019 13:31;24.05.2019 13:44;NA;NA;1;4;2;3;2;3;3;2;2;4;2;1;2;1;2;3;4;3;2;4;4;5;5;4;4;3;3;4;3;4;4;4;4;3;3;3;4;3;3;3;3;3;4;5;4;4;4;3;5;4;4;4;1;NA;6;1;NA;31;NA
zDj78fBBYAaVry8-p6t-R5-zrIQtSjuEizLLsUfHklQYiEeai3uUfs2HibqkH3xD;24.05.2019 13:50;24.05.2019 13:59;24.05.2019 13:59;NA;1;4;2;4;4;2;4;3;1;3;3;2;2;2;2;3;1;5;3;3;1;1;1;4;6;4;3;1;3;5;6;4;4;2;3;1;1;2;5;6;5;4;2;3;5;6;3;5;4;6;5;4;1;NA;6;1;NA;39;NA
y_rKt3Pzi3P3Vk0spauQH0HSBsEaAZHs83evMpujjmOU8Lj4QFOQSGFLW_8uXAew;24.05.2019 13:56;24.05.2019 14:07;NA;NA;1;4;2;4;3;4;4;3;1;4;3;1;2;NA;4;5;3;5;2;4;4;4;4;2;4;3;4;5;5;5;5;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
GbbcnUCouQLIFpEh13GgueZsS7FBVkCDvVy6MfjtoQyhlvDC2vKGf5bZfhVhsemS;24.05.2019 14:17;24.05.2019 14:24;NA;NA;1;4;4;4;3;3;4;2;2;3;3;2;2;NA;2;5;2;3;1;4;4;3;4;5;3;3;3;3;2;5;6;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
m_9irzzFeGcJwt8BqI2MxP0uSUDSzTYtFcdlIJjady9gRTasJX8BR-nL2CiJLAA1;24.05.2019 15:38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ax1SHzIPltxv8Qovu70pvooy1o9qvBMN6Ij_k-6NLavCn0ujQYZSmcMMMAWT8ru3;24.05.2019 16:24;24.05.2019 16:37;24.05.2019 16:37;NA;1;3;3;3;4;2;3;1;2;4;2;3;2;1;4;2;1;4;2;4;4;4;3;3;3;4;4;3;5;5;5;3;NA;2;4;1;4;1;4;3;3;3;3;5;5;2;3;3;4;6;5;4;1;NA;6;1;NA;12, 40;NA
CT_f-oz-pt6NRVnawsqj_aisDrAMnuBv0-SejiHCNQhHwvqPutf6QOSy2mFBFsk4;24.05.2019 16:38;24.05.2019 16:50;24.05.2019 16:50;NA;1;4;3;3;1;3;3;2;2;4;3;2;2;1;5;5;1;5;1;4;5;3;3;3;5;5;5;4;6;5;6;6;4;2;2;1;2;1;4;5;5;2;4;4;3;4;4;5;5;5;5;5;1;NA;6;1;NA;35, 40;NA
CT_f-oz-pt6NRVnawsqj_aisDrAMnuBv0-SejiHCNQhHwvqPutf6QOSy2mFBFsk4;24.05.2019 16:51;26.05.2019 17:07;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
vuycYdxpHdaO9q6iv0dV8P-ZW6ijqWyVCcP2hdDKfm9dxxTbLH11NREwcgILAh8Y;24.05.2019 17:29;24.05.2019 17:36;NA;NA;1;4;4;4;4;2;4;4;1;4;4;1;2;NA;1;2;5;2;1;4;6;5;5;4;4;3;6;4;1;5;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
iw-PrHKnSow-QG52u68zhWmF87bHNovDgEgkgswFAqzrE_6lE0t-Bxe-NldrstHg;24.05.2019 18:18;24.05.2019 18:20;NA;NA;1;3;3;4;2;3;3;3;1;3;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Qmp-blPa978D46rZ9mUcZmViBbxti8lx4uDxRtNfAUDFhYXyDhMlb_NTc6zw_Vx_;24.05.2019 18:53;24.05.2019 19:01;24.05.2019 19:01;NA;1;4;4;4;4;4;4;4;3;4;4;3;2;1;2;4;4;3;2;1;2;2;2;1;3;4;5;3;3;5;5;5;4;1;3;1;1;1;1;2;2;2;1;3;3;3;3;3;5;4;4;5;1;NA;6;1;NA;4, 31, 39;NA
31div1QBifDjjJfg5H4p64NOpDTPIrb63B15wLvwZbzaQXABXR8CRgUnA5wOrYRw;25.05.2019 07:50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
OHu4eei10PezWIC5nMoORL4PdPToZMI4wmCAW3DgM0iO_WD39jnLb9rC7Phrcbz1;25.05.2019 09:16;25.05.2019 09:35;25.05.2019 09:35;NA;1;4;3;4;3;4;3;3;2;3;4;3;2;1;3;1;2;2;1;3;5;4;4;4;2;2;4;3;2;3;5;4;4;1;1;4;2;1;4;4;3;4;3;3;3;5;4;2;5;4;4;4;1;NA;6;1;NA;12, 29;NA
t-wIKllpY_3Sctg0WO-OWwu-DP5WM9dFOnOba8e367G_bSzyifw_YWCeCbsMHeHi;25.05.2019 11:16;25.05.2019 11:18;NA;NA;1;4;3;3;2;4;4;3;1;4;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
arm7wo2X_Dv7nvl4TjTeZAxHt-xji6m4GthV9sdJZigUwImOLLqBBmLBwxynOvz1;25.05.2019 12:24;25.05.2019 12:30;NA;NA;1;4;4;4;4;4;4;3;2;4;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
5sZFMEGFEHwDE0ac9a0uPqwMkjKEr5wGYQ-ziVe5GY5EwxZz6ojd9KB2mvaL7tNj;25.05.2019 13:54;25.05.2019 13:56;NA;NA;1;4;4;4;4;2;4;4;1;4;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
O6clOPsuEqUaX2KQ2bvCrMDd1adVQe5yOQhCeqG0VN6dy_pmYu8qBZ-HE-d9lB4V;25.05.2019 14:26;03.06.2019 18:29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
TPLu2TSVlpjyOJey2AFVdhl0wKzqB8_5julpnNqX96P4g2DvVBDPnntmUe5DpSlC;25.05.2019 14:31;29.05.2019 10:43;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
0CKJ4JC7cp52E83nnOPPOcy6OfQuWwVqIV2SeAip9P2lITEMe3cjjSXNLF7kZS43;25.05.2019 15:10;25.05.2019 15:13;NA;NA;1;4;4;4;3;3;3;3;2;4;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
o4gs1uA5BdBo4OWtTcC6I8BffgxsQEO9Tz7H8wLhMpyDSQ0waashBiR7NfdHKEfQ;26.05.2019 00:28;26.05.2019 00:37;26.05.2019 00:37;NA;1;4;4;3;3;2;4;4;2;4;4;2;2;1;3;2;2;5;1;3;4;6;5;2;2;5;4;5;1;4;6;5;6;2;3;2;1;2;3;5;3;2;2;4;4;5;5;5;6;6;6;3;1;NA;6;1;NA;31, 39;NA
#NAME?;26.05.2019 08:24;26.05.2019 08:26;NA;NA;1;4;3;4;2;3;4;3;2;3;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Qk3iF-oXUJZu7IIdNQiq1iChfyPhLByBgobSjau5Jmsp0y0xrUWcVzMiylyGZ-PD;26.05.2019 14:12;26.05.2019 14:28;NA;NA;1;4;4;4;1;4;4;4;1;4;4;4;2;NA;2;1;2;4;1;5;4;3;4;6;5;1;2;1;5;5;6;6;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
72DDrBC0aaSX7fg3hIXuONjgArL_-2MtrKdEzZBjJc66HJUDSSQ47zjTghYCJ2rY;26.05.2019 15:27;26.05.2019 15:46;26.05.2019 15:46;NA;1;4;4;3;3;3;4;3;1;4;3;2;2;1;4;2;1;3;1;5;5;4;4;6;3;4;4;3;3;4;5;5;5;1;1;1;1;1;4;5;4;2;4;4;3;4;3;4;4;5;5;4;1;NA;6;1;NA;4, 15, 39;NA
g-b4RVHf_k92G-Rzcog770mLN2KLllZxBGyhD5RrI-mZSjKXETpqOk2KhfjESZbB;26.05.2019 16:24;26.05.2019 16:38;26.05.2019 16:38;NA;1;4;3;3;2;2;3;2;2;4;3;2;2;1;3;3;1;4;2;3;5;2;4;2;4;2;5;4;5;5;3;5;4;2;2;1;2;1;5;4;3;4;5;5;6;6;5;2;6;2;2;5;2;NA;6;5;NA;51;NA
KiU2QJssSXDr9a8CnfqrT9zK39vfhjYrkN06LDqYdNvPgjVuowhN9QkGowpaWuni;27.05.2019 09:29;27.05.2019 09:30;NA;NA;1;4;4;4;2;3;4;3;2;4;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
46h2yF3SWuzfXkzKJ9oAMBHAIvcI-z0D5g2uUQ36JrV-zYp9gUHjduc1wxRZNR76;27.05.2019 09:32;27.05.2019 09:39;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA
Bs7jbGMmMAKUt3Mlyr1apsr7ohoz-MqraqWjGTjhLhLJTUcvlDrSNRKGLv8kGS0h;27.05.2019 09:38;27.05.2019 09:39;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FJlpBAm-xbXeoYvwmr0dAQDaX-I7xrDnVBpVk2ePtrz0ERG_tUYMZOM_5AI6VIpZ;27.05.2019 09:57;27.05.2019 10:06;27.05.2019 10:06;NA;1;4;3;4;4;4;4;3;3;3;4;3;2;1;2;2;2;3;1;3;3;4;4;3;2;2;2;2;2;4;6;6;4;2;2;1;3;2;3;3;4;3;3;3;2;2;2;3;4;4;4;4;1;NA;6;1;NA;12, 39;NA
6ipDP1LVm4c3RIy9yK28M-mItNDh8ZI8UqeVT0RUNmJBTgRl42nqF_2HKsi-Mu41;27.05.2019 12:12;27.05.2019 12:24;27.05.2019 12:24;NA;1;4;4;4;2;3;4;4;3;4;4;2;2;1;4;2;1;3;1;2;5;6;5;1;6;4;4;5;5;4;6;5;5;2;2;2;2;1;2;5;2;2;2;5;6;6;5;6;6;6;5;4;1;NA;6;1;NA;4, 12, 39;NA
eFAytKIm8uhejr40EWhzN2_zs_TtlVl1SXuBbQ5b0qR6HvrcnjJqqTLp5sqUGfSq;27.05.2019 19:32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
