session;created;modified;ended;expired;datenschutz;flen_AN1;flen_UM1;flen_AN2;flen_UM2;flen_WI1;flen_AN3;flen_UM3;flen_WI2;flen_AN4;flen_UM4;flen_WI3;tc_st;tc_sr;tfe_1_st;tfe_2_st;tfe_3_st;tfe_4_st;tfe_5_st;sel_1_st;sel_2_st;sel_3_st;sel_4_st;sel_5_st;enr_1_st;enr_2_st;enr_3_st;enr_4_st;enr_5_st;rel_1_st;rel_2_st;rel_3_st;rel_4_st;tfe_1_sr;tfe_2_sr;tfe_3_sr;tfe_4_sr;tfe_5_sr;sel_1_sr;sel_2_sr;sel_3_sr;sel_4_sr;sel_5_sr;enr_1_sr;enr_2_sr;enr_3_sr;enr_4_sr;enr_5_sr;rel_1_sr;rel_2_sr;rel_3_sr;rel_4_sr;standort;standort_other;semester;lehramt;lehramt_other;fach;fach_other
0DVgeLGNgKSpVROQOyT0448ZT4rkUNtkzm2Sn5lVf-J6uG1Z_SKBzF3pwgkYEN7c;23.05.2019 21:33;23.05.2019 21:34;NA;NA;1;4;4;4;3;3;3;4;1;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sozk1G740nbABwF3iUNmExIDMv-k_xdbznLc6FT39uXbWcnNznrlIlcUM0H-ycr9;23.05.2019 21:37;23.05.2019 21:39;NA;NA;1;4;3;4;3;2;4;4;2;4;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
IZlDLFjhTXGFCdjhtYdN8oYBwjdUDEgtdCb77MnfHxpPp5uCBNlKbX6wZx5OMbEQ;23.05.2019 21:38;23.05.2019 21:39;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
W8JXV50ChEbLAMaFvbHnZVIDSpSpdez1ftgB5mTiTum_VX8xBYXpU57waFfDuZAw;23.05.2019 22:02;23.05.2019 22:34;23.05.2019 22:34;NA;1;3;4;3;2;3;4;4;2;3;4;1;2;1;3;2;2;3;2;4;4;3;4;4;2;5;3;4;5;4;5;5;5;5;3;3;5;3;4;3;4;4;3;2;3;3;3;5;4;3;4;5;1;NA;6;1;NA;4, 12, 29;NA
TSU_yWV800GmtgAp9m9Mnqdz4lX_hgshpODAj6K2F3c4qKRu6WtX_5Nm5esvzkmN;23.05.2019 22:33;23.05.2019 22:34;NA;NA;1;4;1;3;1;3;3;4;2;3;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
W8JXV50ChEbLAMaFvbHnZVIDSpSpdez1ftgB5mTiTum_VX8xBYXpU57waFfDuZAw;23.05.2019 22:34;25.05.2019 12:23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
uMoOMKCKpV2n63wGwMAZv94sFGGAjGw1W6ty81pGIsPC33wiAbos7X6eFh_AvLyd;23.05.2019 22:47;23.05.2019 22:55;23.05.2019 22:55;NA;1;4;3;4;2;4;4;3;1;4;3;2;2;1;1;4;1;2;2;3;4;4;4;1;5;5;6;6;5;1;6;6;6;2;3;1;1;1;5;4;6;6;2;5;6;6;6;6;5;6;6;5;1;NA;6;1;NA;12, 39;NA
wlQkRkDNFPJRm9RlW2DPJdwhHxRMWQKyH9hzeFlqZN3jVXlXbqFns1DLf7d_wjFF;23.05.2019 23:00;23.05.2019 23:07;23.05.2019 23:07;NA;1;4;4;3;3;4;4;3;2;4;4;2;2;1;1;1;1;2;1;4;5;4;3;3;4;3;3;3;2;4;4;4;4;4;5;4;4;4;4;3;5;2;4;2;2;3;3;3;4;3;2;4;1;NA;6;1;NA;4, 12, 15;NA
sO4CuKIBq6tFKip1NlXsoheaaXKzYajLB-OICm2L5yVpKAW9AyLIXYgwO7rCTe5n;24.05.2019 00:08;25.05.2019 23:14;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
BsJNRLafuoU2WE_IkdCT98MOZTJHBE_EVOk4jcJgrlN-6-H-JgxdghK07Tbs9cpA;24.05.2019 00:26;24.05.2019 00:52;24.05.2019 00:52;NA;1;4;4;4;4;3;4;4;1;4;4;1;2;1;3;4;4;5;2;5;5;5;6;5;4;4;5;5;6;5;6;6;6;4;2;4;4;1;4;4;1;4;2;5;5;4;3;3;4;6;6;4;1;NA;6;1;NA;12, 15;NA
#NAME?;24.05.2019 00:49;24.05.2019 00:57;24.05.2019 00:57;NA;1;4;3;3;3;3;4;3;1;3;3;1;2;2;3;2;2;3;2;4;5;4;5;4;3;2;4;3;4;3;3;4;3;4;5;2;5;2;4;6;6;5;5;3;5;5;4;4;6;3;NA;4;1;NA;6;1;NA;31, 39;NA
dnnQ6vqt4RwG3VAUgTowkZZr-tkr0Sr5t-CMpsRH0IVfORwXoGbhrfa-artBi9N1;24.05.2019 00:53;24.05.2019 00:55;NA;NA;1;4;4;4;2;3;4;3;3;4;3;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
#NAME?;24.05.2019 00:57;24.05.2019 16:06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Wge1FllXzsgWkQTjtUeNu7rpY5atEarh8bVUwwPk5UBy9DBjz1mfg-Bj7JfbMJYB;24.05.2019 02:51;24.05.2019 03:06;24.05.2019 03:06;NA;1;4;4;4;4;3;4;4;1;4;3;3;3;1;3;5;3;6;4;4;6;5;5;4;2;1;4;4;4;5;5;5;6;4;3;3;5;3;4;5;5;5;4;1;4;4;4;4;5;5;5;4;1;NA;4;1;NA;31, 39;NA
mMYk0sFuIejqThzDZsUjAtNYAAZMAWAMqrQ_Hwt238iI_TqBrN1ou6O7iv2zOPMG;24.05.2019 07:21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
QtedmSBvwehQBGHBOzVLcB2z6aBSYI8Z3ApEVqtfLCqtZKCyYhJVW1dyvk1e2iZ0;24.05.2019 07:30;24.05.2019 07:41;24.05.2019 07:41;NA;1;4;3;4;2;2;4;4;2;4;4;1;2;2;2;1;4;4;2;4;5;4;5;4;6;4;3;6;2;3;5;5;6;4;3;2;3;3;5;5;5;6;3;3;4;4;3;1;2;6;4;6;1;NA;6;1;NA;12;NA
PyxitFo1dIhJd5roOlJoiG9HAjCI6qetd-Ayxr3hDF9ZAH5u1cRrqt5cMPAJT6ok;24.05.2019 07:35;24.05.2019 07:43;24.05.2019 07:43;NA;1;3;3;2;4;3;2;3;2;2;2;3;2;1;4;4;4;4;4;5;5;3;4;4;3;3;3;3;4;4;5;3;6;4;4;4;4;4;5;4;4;5;4;3;3;3;3;3;4;3;4;4;1;NA;6;1;NA;12, 39;NA
yrS00ZHdLi01LRMJkTro4DfWR1FmJx-DP7HPXWgyn2d0WoO7h607T7nb8wadp_Co;24.05.2019 07:39;24.05.2019 07:49;24.05.2019 07:49;NA;1;3;4;3;4;3;4;3;3;3;4;2;3;1;3;3;2;3;3;3;2;4;2;4;6;5;5;5;4;4;3;5;4;3;2;2;4;2;4;4;5;5;4;5;5;6;6;4;6;6;4;5;1;NA;6;1;NA;39, 46;NA
aRnvgj0fJ2717lmRthbpUoD16VYWgvTsWAy2-WDmSVaMZTq2uZSAjgqBV1kE5r99;24.05.2019 08:15;24.05.2019 08:18;NA;NA;1;4;4;3;4;3;4;4;2;4;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
IW7BAU3cmmh-rax0zbbKMAhcX1O4pDxbXp1o3nxcy9dJZ8OEpqn_OEbQx7rCHlK-;24.05.2019 08:56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ivVO4OP7XYZSU8SB54kpxWwMj-km8zhNWOY2tf4UzH2W-fqBanL_AKynohF47QRk;24.05.2019 09:04;24.05.2019 09:35;24.05.2019 09:35;NA;1;4;4;3;2;2;3;4;3;4;3;1;2;1;2;1;1;3;1;5;NA;4;4;2;1;1;2;5;2;3;5;4;5;4;4;2;4;2;2;2;2;2;2;4;6;4;4;2;5;5;3;4;1;NA;6;1;NA;31, 39;NA
JG5viW_k6rvv8VcAu_S76mOPSGwo7s1b41e5EU7b_ZgdysgbKKIiniNJ8GSoKyQF;24.05.2019 09:06;24.05.2019 09:06;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ktOPzgAPmd8RqfwfVjqNEUj736NJI9rjPsRbBZeiNEaCrCg01aIIxzayrG_zeI0w;24.05.2019 09:16;24.05.2019 09:24;24.05.2019 09:24;NA;1;3;4;3;2;2;3;1;2;3;2;2;2;2;2;3;2;3;1;4;5;3;3;5;3;4;2;4;2;2;3;4;3;3;3;4;4;2;4;4;5;3;4;3;3;4;2;4;4;5;4;6;5;NA;6;5;NA;13, 37;NA
BBDH4ZrkhzYrkMMDENVyu_QHHHnPmd5C94nYUkRXFou_iAYGwa8TSmMVU_14mAAK;24.05.2019 09:16;24.05.2019 09:32;24.05.2019 09:32;NA;1;4;2;3;1;3;3;1;2;2;1;1;2;1;1;1;1;3;2;2;1;2;2;1;4;3;5;3;4;5;4;5;5;1;4;5;4;2;1;1;1;2;1;4;4;5;4;1;5;5;4;4;5;NA;6;5;NA;4, 11, 12, 15;NA
AwPRC6BXJfUa8PFPnooO1_PlfsPtMVGljhy7i7tQzjKR0efgTiDOWM4H6Gxtef9S;24.05.2019 09:19;24.05.2019 09:32;24.05.2019 09:32;NA;1;3;2;3;2;2;3;2;2;3;1;2;1;1;3;2;4;2;2;4;5;4;5;4;3;2;4;3;2;4;5;5;5;3;2;4;3;2;4;5;4;4;4;3;1;2;3;5;5;4;5;4;5;NA;2;5;NA;6, 36;NA
bfSdgt2uqEBKMmBmrtqgZ_smk5vMQBAaC2PlMWqtDHQsCEVUyWLYP46508p9sVmO;24.05.2019 09:21;24.05.2019 09:29;24.05.2019 09:29;NA;1;4;2;3;2;4;3;2;1;3;3;1;2;1;4;1;2;2;1;2;5;2;2;1;6;6;5;5;4;3;5;6;6;5;4;4;5;4;2;1;2;1;2;2;2;2;3;5;5;2;2;5;5;NA;6;4;NA;12, 35;NA
_HWQ7y09Vat-bNelaZwhnJ9CLQuA6uJaHzjoqfrwlDYF0e1bXW9KLxVwafABSDxx;24.05.2019 09:21;24.05.2019 09:29;24.05.2019 09:29;NA;1;4;4;4;4;2;4;4;2;3;3;2;2;1;1;2;1;4;2;4;3;2;4;2;5;4;6;3;4;5;6;4;6;3;4;5;2;2;4;5;5;5;4;4;5;6;5;6;6;6;5;4;5;NA;6;5;NA;12, 13, 18;NA
88dzcwoXVvORvJb1pzFxhO1_sKh9DCoj-7s1U7dTqgbNLE0H8T1Z_KkkNX4HQwCX;24.05.2019 09:22;24.05.2019 09:45;24.05.2019 09:45;NA;1;2;3;4;3;4;3;2;2;4;1;1;2;1;1;1;2;1;2;3;6;3;2;2;1;1;1;1;1;6;6;6;6;1;1;3;2;3;4;6;6;3;3;1;1;1;2;3;6;6;6;6;5;NA;4;5;NA;12, 18;NA
Z8ps1KkEhYZRPk_6_CQpZ43fLukgNrXN47Y5JAdQNAderEPrNs54OddrDPbSfMmY;24.05.2019 09:22;24.05.2019 09:30;24.05.2019 09:30;NA;1;4;4;3;4;3;2;4;2;1;3;1;2;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;4;1;1;4;6;5;2;2;2;4;2;5;3;5;4;6;4;1;NA;6;1;NA;4, 12, 15;NA
pL5lmeupJuKiarmPrV5Ax2pdgrP5R0J-jYlTdeNdVIFrx9hP_jmmikpqN0ygvVbV;24.05.2019 09:22;24.05.2019 09:30;NA;NA;1;4;4;4;4;2;4;4;2;4;3;1;1;1;3;1;1;3;1;2;6;2;5;2;3;3;3;2;4;6;6;6;6;4;1;1;3;1;3;4;4;3;4;3;3;3;4;2;3;4;3;4;5;NA;3;5;NA;4, 12, 50;NA
TFIoiFJHyhCbi8OlguPv3LKtVMVph9xLvzS3IT8O7Kn06-7Ep1hvKQZIWoKwCidA;24.05.2019 09:22;24.05.2019 09:31;24.05.2019 09:31;NA;1;4;4;3;4;3;4;3;3;4;3;2;2;1;1;2;3;2;1;5;4;5;4;NA;3;2;3;3;2;4;3;3;3;4;1;1;3;2;4;4;4;4;4;4;5;3;3;3;5;4;4;3;5;NA;4;5;NA;13, 18;NA
wEhXcaaU_zN4u0U5euY6m38ZGPz24Z65bnIe9_psG4KbRZS8Mt5NYHI2BR8yc8BJ;24.05.2019 09:22;24.05.2019 09:31;24.05.2019 09:31;NA;1;3;4;3;2;4;4;2;2;2;2;1;2;1;2;2;2;4;1;3;6;4;4;1;4;4;4;3;2;3;4;5;5;2;2;4;1;1;3;6;4;4;2;2;4;3;4;4;5;4;4;3;5;NA;3;5;NA;13, 52;Gemeinschaftskunde
sPrEEjkpxY5VZVsQMPIFdNjPD7_PxArNa21W46r1NzELH-_PcGGlEX0cMBvv32A5;24.05.2019 09:22;24.05.2019 09:32;24.05.2019 09:32;NA;1;4;3;4;3;3;4;4;3;4;3;2;2;1;2;2;2;5;2;4;4;4;4;4;4;2;3;3;1;4;4;2;4;2;2;2;3;2;4;4;4;4;4;3;2;2;2;2;4;4;4;4;5;NA;4;5;NA;13, 17;NA
U8Yfr49FzmQzOdcWcawQwI6qgny4Frxf7kP45MtNxbsfYJelumb9nfgU9GXobLeW;24.05.2019 09:22;24.05.2019 09:36;24.05.2019 09:36;NA;1;3;2;3;1;3;3;2;1;3;1;1;2;1;4;4;2;4;2;4;5;3;3;2;3;5;4;5;3;6;6;6;6;5;5;1;5;1;5;2;5;5;5;5;5;5;5;5;6;5;5;5;5;NA;7;5;NA;12, 31;NA
uxn_aEP08cTKtc-kPq6B03D5Ka62F_nfMFHg-eLFvH1RIt0e0qcAu2GQs-R0fzkI;24.05.2019 09:22;24.05.2019 09:34;24.05.2019 09:34;NA;1;3;3;4;4;4;2;3;1;3;3;3;2;2;2;3;2;2;1;4;3;5;4;2;3;4;3;2;4;3;4;3;4;2;2;2;2;1;4;5;4;5;5;2;3;4;2;1;3;4;4;4;5;NA;6;5;NA;13, 43;NA
HKV-FLoulJ9En8ldX3SbhF8l2XNlHEkq1W0VDim0NIoM0G9Agc3T_Hj7rXyx_HeC;24.05.2019 09:22;24.05.2019 09:34;24.05.2019 09:34;NA;1;2;4;1;4;4;2;4;2;4;4;3;2;1;5;3;1;1;1;6;6;6;6;6;2;1;1;4;1;6;5;6;5;1;1;1;1;1;6;6;6;6;6;1;1;1;1;1;3;1;4;5;5;NA;4;5;NA;13, 23;NA
ho_aOOmaFpVWr1-Wspk2mNg0mslToNoj9xHNAJmUu6pZzLZAIDei8MEASPPIdxqD;24.05.2019 09:22;24.05.2019 09:36;24.05.2019 09:36;NA;1;4;4;3;3;3;2;4;1;4;4;1;2;1;1;1;1;1;1;6;5;5;5;5;2;2;2;2;3;2;3;4;4;1;2;2;1;1;5;6;5;5;5;2;1;2;2;2;1;3;3;3;5;NA;6;5;NA;11, 12, 15;NA
FCUW5tE1L8_HAWQ9TUW-WBQW8K3M-KAh0To5D_8Eu_SgBC1TPT31dddULOALGGAJ;24.05.2019 09:22;24.05.2019 09:40;NA;NA;1;3;4;3;2;3;1;3;2;2;3;1;2;1;5;5;2;5;3;6;5;4;5;6;4;3;2;1;6;6;5;5;5;2;1;1;2;2;5;4;2;4;6;3;5;2;2;3;5;5;5;3;5;NA;4;5;NA;17, 23;NA
N-p4vc9S6oy7_Mk5nm4-DcyT3Q7yEB58A9ESQ2iZgFnQ-dtfmGOuWC16LMPm19vF;24.05.2019 09:22;24.05.2019 09:34;24.05.2019 09:34;NA;1;3;2;3;3;3;3;2;2;4;3;1;2;1;2;3;2;3;4;5;3;2;5;2;2;1;4;1;3;3;5;4;4;3;2;4;3;3;5;5;3;3;5;3;1;2;2;2;4;3;4;4;5;NA;4;5;NA;13, 50;NA
bTtlBA1BH-C-JgPkXk4scTEGYnu_xR1KNYCaIhnvDFfT3hHHXRzFofOJ3Qy3P-gi;24.05.2019 09:22;24.05.2019 09:27;NA;NA;1;2;3;2;2;4;4;4;3;2;2;3;2;NA;3;3;2;2;3;5;2;6;3;4;2;3;2;3;2;3;3;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
wXWH01SLtO8L2KkP51cWY1leoWXkwW1H5DDOwp3JoHtpKTCmmbuGyLYjILJ6Q_4j;24.05.2019 09:22;24.05.2019 09:44;24.05.2019 09:44;NA;1;3;3;3;2;3;4;1;2;2;2;1;2;1;4;2;1;2;1;2;5;4;2;2;5;2;4;3;6;3;6;4;3;3;4;NA;3;1;2;5;2;2;2;6;4;4;NA;6;4;5;4;4;5;NA;4;5;NA;12, 43;NA
ybJLRh3nPC7uDggPF_GENmcXwa74VKmVMBsVe8YKiTFLAlhgBrvw5iDMpXMICh5q;24.05.2019 09:22;24.05.2019 09:32;NA;NA;1;4;3;4;3;3;4;4;2;4;2;4;2;2;2;3;4;3;2;4;5;4;4;2;5;6;4;4;5;5;6;4;3;2;5;6;4;4;4;5;4;4;4;3;4;5;4;5;6;5;6;5;5;NA;1;7;NA;12, 13;NA
RufBOcXgDPdVrer_Gd98jdkOo4oxi1l_n1TwhmoHk1gqtJXY03LVBHDRu-bdNMmn;24.05.2019 09:22;24.05.2019 09:45;24.05.2019 09:45;NA;1;3;3;3;1;3;4;3;2;3;3;2;2;1;2;2;2;4;1;3;2;2;4;1;3;2;3;4;3;4;4;4;4;2;2;1;1;1;1;3;3;2;1;3;3;2;3;2;4;5;6;4;5;NA;2;5;NA;12, 13;NA
gRlzx52K2w-BHdhGPd85YbAnbuGgR7UP8x4IxKNFNvk0uFluxA-SN6Y7gWBEbqyW;24.05.2019 09:23;24.05.2019 11:02;24.05.2019 11:02;NA;1;3;4;3;4;3;3;4;2;4;4;3;2;1;2;3;3;3;2;5;6;5;5;5;5;5;5;5;4;3;4;3;4;2;3;2;2;2;5;5;5;5;5;4;4;5;4;4;4;5;3;4;5;NA;4;5;NA;4, 17, 43;NA
h5kVKOtxo417SrvsWSPBeXDuiy6605M12RklSEIL99dfRWUFEmFAvXos-mUwMizO;24.05.2019 09:23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
gViA6kIioCwNv7CA4QYrx0qHM0dQLjFLgximcY7JdBuuY5eKbplcWG64vRdwe17X;24.05.2019 09:23;24.05.2019 09:34;NA;NA;1;4;4;4;3;3;3;3;1;4;3;2;2;NA;3;5;4;4;1;4;NA;4;4;2;2;6;6;6;5;3;6;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
evpOPRIjBSp8Wfic1oHBHSsvglCBJ47PGMQOJXNXbti32ZOTqgfzZJjXqTFPJLf-;24.05.2019 09:24;24.05.2019 09:32;NA;NA;1;4;4;4;3;2;4;4;1;4;4;2;2;NA;2;2;3;5;1;2;4;4;3;2;6;5;5;4;4;5;5;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
N83EpspmSJkvEypiQA-qoAqTZmDTPNmPq53BCUJ-S1oIrRvdFByLotCsWZgIe_5f;24.05.2019 09:24;24.05.2019 09:34;24.05.2019 09:34;NA;1;4;2;4;3;2;3;3;1;4;3;2;2;1;3;3;2;3;1;3;6;2;2;2;5;4;6;5;5;3;5;5;4;2;2;1;2;2;2;4;2;2;2;4;4;5;5;3;4;5;5;4;5;NA;4;5;NA;4, 12, 18;NA
vuZS47QMWfwFK3kogf26beoXhQvEfUaBTYEYQhLkOg1zOQNGhp3fgxT_ApWot5AF;24.05.2019 09:26;24.05.2019 13:03;24.05.2019 13:03;NA;1;3;3;3;3;4;3;1;1;3;2;1;2;1;3;3;2;3;2;5;5;4;6;5;3;2;3;2;4;5;5;3;4;3;2;2;2;2;5;5;5;5;5;3;2;3;3;2;4;4;3;4;2;NA;4;5;NA;51;NA
JgZbE1fP8_Nx6_OlICy_iWg0R-fz5hkIHfSQ83CLIVTQ7lqbQ9q6eb8a0iDAa0uw;24.05.2019 09:26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
sPrEEjkpxY5VZVsQMPIFdNjPD7_PxArNa21W46r1NzELH-_PcGGlEX0cMBvv32A5;24.05.2019 09:33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
HKV-FLoulJ9En8ldX3SbhF8l2XNlHEkq1W0VDim0NIoM0G9Agc3T_Hj7rXyx_HeC;24.05.2019 09:34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
N-p4vc9S6oy7_Mk5nm4-DcyT3Q7yEB58A9ESQ2iZgFnQ-dtfmGOuWC16LMPm19vF;24.05.2019 09:35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-ZF-0y_SDwsAwISgAufhZ5IXaxVlRrfDexh-bvgAZgkx6SOc64d4ZFOSMKmNXVbi;24.05.2019 09:52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
GJuI-lgaxwG-vC8J7OCPpP0dk3O5nG_Wgra4ZvKTlfFo86s2hLJ8XioRBzEK-Eum;24.05.2019 09:54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Bw9prh2v-FBwsZXL9R7Tr2n4_5WNOJW4CL9iJLrBAxQOei-yFk_skRh2O7InygpZ;24.05.2019 09:56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
0PQ-U8ZIoj0mnCZeutCgAu95Ru8kTDd9DrC7P6MLezUxjSr-fUuvIjuMoCDIjE5_;24.05.2019 09:57;24.05.2019 10:00;NA;NA;1;4;4;4;4;4;4;4;3;4;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
